,movie_title,cluster_KMeans,tsne-2d-one,tsne-2d-two
2704,Black Snake Moan,14,8.393825,2.6089725
2705,Dark Blue,7,8.691993,-12.631824
2706,A Mighty Heart,10,14.061446,-4.699353
2707,Whatever It Takes,11,4.63588,13.593593
2708,Boat Trip,8,-5.608435,6.393337
2709,The Importance of Being Earnest,11,8.152042,11.867914
2711,Hoot,5,-11.346118,4.5103173
2712,In Bruges,12,1.8263459,3.434092
2713,Peeples,0,-4.721319,12.627134
2714,The Rocker,8,-2.57639,5.4802265
2715,Post Grad,0,-4.721634,12.626954
2716,Promised Land,14,6.469683,-0.060626652
2717,Whatever Works,0,-4.7211914,12.627066
2718,The In Crowd,1,4.522605,-10.49446
2719,Three Burials,10,10.203845,-4.075114
2720,Jakob the Liar,14,7.0850387,-2.7563064
2721,Kiss Kiss Bang Bang,9,-3.3006713,2.234958
2722,Idle Hands,13,-4.4786296,-4.1037683
2723,Mulholland Drive,1,4.5223475,-10.495246
2725,You Will Meet a Tall Dark Stranger,11,4.63588,13.593593
2726,Never Let Me Go,2,10.517178,10.782844
2728,Transsiberian,1,4.5185733,-13.895642
2730,Crazy in Alabama,12,2.452655,3.6173143
2731,Funny Games,7,8.749181,-11.391425
2735,District B13,13,-3.1864426,-8.212421
2736,Things to Do in Denver When You're Dead,7,10.756809,-6.1286297
2737,The Assassin,14,4.5330963,1.3779442
2738,Buffalo Soldiers,7,6.958587,-8.778678
2740,Ong-bak 2,3,-7.3744545,-2.7905397
2743,The Midnight Meat Train,6,-5.155685,-14.400108
2745,The Son of No One,7,7.345348,-10.281104
2746,All the Queen's Men,4,2.6561408,-2.8031995
2747,The Good Night,11,5.5224557,10.824166
2755,Groundhog Day,0,-6.9662867,10.555662
2756,Magic Mike XXL,12,5.2260404,6.9718504
2757,Romeo + Juliet,2,10.8449,9.876325
2758,Sarah's Key,14,6.9721603,-3.0297637
2760,Unforgiven,14,7.7784142,-1.0866838
2761,Manderlay,14,6.4744635,-0.056232765
2762,Slumdog Millionaire,2,11.333652,6.6610985
2764,Pretty Woman,0,-1.225035,15.808266
2769,Cool Runnings,5,-11.974474,4.658447
2770,My Bloody Valentine,6,-4.1490946,-11.053741
2773,Stomp the Yard,2,13.843407,6.2372546
2776,Urban Legend,6,-3.1204538,-14.230115
2779,White Fang,12,6.339211,5.299281
2780,Superstar,0,-3.0005057,11.708687
2781,The Iron Lady,10,15.100558,-2.977067
2783,Poetic Justice,2,11.315299,5.9480686
2784,All About the Benjamins,9,-2.4816594,-3.1212444
2785,Vampire in Brooklyn,0,-6.8689766,10.686917
2787,An American Haunting,6,-2.5502522,-14.108824
2788,My Boss's Daughter,0,-1.2252933,15.808433
2789,A Perfect Getaway,1,-0.20753744,-14.905817
2790,Our Family Wedding,0,-1.9301687,15.376149
2791,Dead Man on Campus,8,-4.2994437,6.5609736
2792,Tea with Mussolini,12,2.9522228,6.4230533
2793,Thinner,6,-6.363097,-12.693584
2795,Crooklyn,12,1.8116966,6.7888184
2797,Jason X,6,-8.327801,-9.733909
2799,Bobby,14,9.180905,-0.729997
2800,Head Over Heels,0,-5.3612957,12.26468
2801,Fun Size,8,-7.196709,3.4992547
2803,Little Children,2,12.261159,7.7833
2804,Gossip,1,4.629629,-10.49151
2805,A Walk on the Moon,14,6.447057,-0.05031367
2806,Catch a Fire,10,15.10252,-2.9783175
2807,Soul Survivors,1,-1.0244868,-12.530734
2808,Jefferson in Paris,10,15.531453,2.3243434
2811,Mr. Turner,10,15.102956,-2.9783492
2813,Amen.,10,12.218948,-4.157148
2815,The Lucky Ones,12,3.3264508,6.4843936
2816,Margaret,14,6.4656467,-0.055349026
2818,Flipped,11,8.152239,11.867994
2819,Brokeback Mountain,2,11.315485,5.9483924
2821,Clueless,0,-2.9230466,11.739062
2822,Far from Heaven,2,11.314628,5.9480596
2823,Hot Tub Time Machine 2,8,-8.506419,2.3620257
2825,Quills,10,13.068944,-2.2809505
2826,Seven Psychopaths,9,-2.0947301,2.1645124
2829,Downfall,10,14.246537,-3.9352295
2830,The Sea Inside,2,14.574146,3.2248101
2833,The Last Godfather,8,-5.311071,4.8586082
2834,Justin Bieber: Never Say Never,9,0.2890156,2.2081318
2835,Black Swan,4,5.2775536,-6.0354075
2838,Save the Last Dance,2,13.864323,6.2495766
2840,Miracles from Heaven,14,6.4602056,-0.054107442
2841,"Dude, Where's My Car?",8,-5.1999946,3.3120105
2843,St. Vincent,12,0.4750895,9.580495
2844,About Last Night,0,-0.8623205,12.359711
2845,10 Things I Hate About You,11,2.50649,13.201345
2846,The New Guy,8,-5.0093303,8.040792
2847,Loaded Weapon 1,9,-4.0872984,-0.49349695
2848,The Shallows,4,1.8229703,-7.357344
2849,The Butterfly Effect,13,-7.774335,-8.827622
2850,Snow Day,5,-11.702572,4.350971
2851,This Christmas,11,3.4359848,14.368251
2852,Baby Geniuses,8,-8.912273,6.8336024
2853,The Big Hit,9,-2.9176803,-3.1305275
2854,Harriet the Spy,12,3.0302732,8.486925
2855,Child's Play 2,6,-6.500423,-12.74339
2856,No Good Deed,13,-2.4427032,-9.01863
2857,The Mist,6,-7.06112,-13.869225
2858,Ex Machina,1,4.177482,-8.801423
2859,Being John Malkovich,12,0.18291597,6.185419
2860,Two Can Play That Game,0,-5.3955197,12.5654125
2861,Earth to Echo,5,-14.949439,0.11185378
2862,Crazy/Beautiful,2,12.276333,4.094484
2863,Letters from Iwo Jima,14,9.032804,-2.6907802
2864,The Astronaut Farmer,14,2.8508942,0.2175289
2866,Room,14,7.6064873,-1.1692581
2867,Dirty Work,8,-6.796585,5.271462
2868,Serial Mom,9,-1.8925163,-1.5075052
2869,Dick,8,-5.2921586,4.850276
2871,Light It Up,4,6.338839,-5.7103896
2872,54,14,8.393824,2.6089723
2873,Bubble Boy,0,-3.743281,14.949235
2874,Birthday Girl,9,-1.8483255,-1.5076308
2875,21 & Over,8,-4.7004576,6.592833
2876,"Paris, je t'aime",11,4.635041,13.594456
2877,Resurrecting the Champ,10,10.7432785,0.88263756
2878,Admission,11,2.5587626,15.157843
2879,The Widow of Saint-Pierre,2,11.23895,6.7911916
2880,Chloe,7,5.465955,-9.591049
2881,Faithful,12,1.8264904,3.434148
2883,Find Me Guilty,12,2.1656966,2.956591
2884,The Perks of Being a Wallflower,2,12.276333,4.094484
2885,Excessive Force,3,-7.189216,-2.8241448
2886,Infamous,10,11.634385,-4.469976
2887,The Claim,2,11.275684,4.629803
2888,The Vatican Tapes,6,-4.5064144,-11.627671
2889,Attack the Block,3,-9.0998955,-8.1295805
2890,In the Land of Blood and Honey,2,10.9160185,4.2533984
2891,The Call,13,-1.6135839,-9.444851
2893,The Crocodile Hunter: Collision Course,5,-10.066514,5.472587
2894,I Love You Phillip Morris,11,6.6273518,13.16475
2896,Antwone Fisher,10,13.068688,-2.2813253
2897,The Emperor's Club,14,6.442539,-0.031119633
2898,True Romance,1,1.9656113,-9.076387
2900,Glengarry Glen Ross,7,10.509643,-6.832957
2901,The Killer Inside Me,7,7.399912,-10.500332
2903,Sorority Row,6,-4.9464116,-15.0806265
2905,Lars and the Real Girl,11,8.15221,11.867961
2906,The Boy in the Striped Pajamas,14,7.0824366,-2.6256914
2907,Dancer in the Dark,7,9.918166,-5.313628
2908,Oscar and Lucinda,2,11.315304,5.948234
2909,The Funeral,7,9.786326,-5.855639
2910,Solitary Man,11,8.289219,12.425924
2911,Machete,13,-2.3665183,-6.7482433
2912,Casino Jack,12,2.1003156,2.8572354
2914,Tae Guk Gi: The Brotherhood of War,4,3.0726752,-3.0617797
2915,The Perfect Game,12,2.1368468,4.835099
2918,American Pie,8,-4.2288327,5.675658
2919,Ernest & Celestine,12,5.6158423,6.9527335
2921,Think Like a Man,0,-4.7209816,12.627392
2922,Barbershop,12,1.8101321,6.7971797
2924,Ace Ventura: Pet Detective,8,-5.2979555,4.8435826
2927,Act of Valor,4,0.33988997,-3.442169
2928,Step Up,2,12.779201,3.9396465
2929,Beavis and Butt-Head Do America,9,-2.1402032,0.30366734
2930,Jackie Brown,13,-1.2952718,-9.328178
2931,Harold & Kumar Escape from Guantanamo Bay,8,-7.1899414,3.5299273
2932,Chronicle,4,3.5575807,-6.441772
2935,Crossroads,12,1.3459175,9.985638
2936,Project X,9,-2.3570237,3.1937034
2938,One Hour Photo,4,5.2783713,-6.0354414
2939,Quarantine,6,-7.4129934,-10.4427595
2940,The Eye,6,-4.9463887,-15.081202
2941,Johnson Family Vacation,8,-5.2887907,4.85583
2942,How High,8,-8.670737,5.176243
2943,The Muppet Christmas Carol,12,-1.3923705,7.9647913
2945,Frida,10,14.84571,3.0638335
2946,Katy Perry: Part of Me,9,0.26813674,2.046955
2947,The Fault in Our Stars,2,7.983264,8.90962
2948,Rounders,7,10.146244,-5.6012473
2949,Top Five,0,-4.7211986,12.627268
2951,Stir of Echoes,6,-2.5501084,-14.109146
2953,Philomena,10,12.67096,-2.112777
2954,The Upside of Anger,12,3.0766883,8.405621
2956,Aquamarine,0,-8.350366,10.513393
2957,Paper Towns,2,7.5203133,6.691076
2959,Nebraska,12,0.21574505,4.7905903
2960,Tales from the Crypt: Demon Knight,6,-5.880586,-10.003847
2961,Max Keeble's Big Move,8,-8.399516,8.038943
2962,Young Adult,12,1.8124211,6.7886434
2963,Crank,13,-2.366718,-6.7481246
2965,Living Out Loud,11,4.6360083,13.595721
2972,Sorority Boys,8,-4.700457,6.5928326
2973,About Time,2,7.9134636,5.4391074
2974,House of Flying Daggers,4,0.7127024,-1.0099533
2975,Arbitrage,4,4.4378576,-5.997356
2976,Project Almanac,13,-7.7730713,-8.827092
2977,Cadillac Records,10,12.096608,-1.1732335
2978,Screwed,9,-2.0949774,2.1643302
2979,Fortress,13,-3.4875998,-6.763915
2980,For Your Consideration,8,-5.2917275,4.846948
2981,Celebrity,12,1.8086268,6.8004656
2982,Running with Scissors,12,1.8086269,6.800466
2983,From Justin to Kelly,0,-1.1287484,15.849755
2984,Girl 6,12,1.8104213,6.791725
2985,In the Cut,1,-0.0377891,-14.649693
2986,Two Lovers,2,10.845057,9.876379
2987,Last Orders,12,6.3661447,5.499946
2990,Ravenous,6,-5.2785726,-11.0326805
2991,Charlie Bartlett,11,2.5457785,13.272351
2992,The Great Beauty,14,5.68509,-1.3816814
2993,The Dangerous Lives of Altar Boys,12,4.9168744,6.960112
2994,Stoker,4,4.4372644,-5.9971037
2995,2046,2,9.925742,6.6541977
2996,Married Life,2,8.451812,5.6828494
2997,Duma,14,3.688903,2.3177383
2998,Ondine,2,10.056896,5.0891542
2999,Brother,7,8.867992,-10.307907
3000,Welcome to Collinwood,9,-3.3534367,1.5583693
3001,Critical Care,12,3.6051705,7.8982487
3002,The Life Before Her Eyes,1,4.5813594,-10.688813
3004,Trade,7,9.315994,-9.320131
3006,Breakfast of Champions,8,-5.2983785,4.8579016
3009,City of Life and Death,14,8.687119,-2.725208
3013,5 Days of War,4,3.0080612,-3.1193895
3017,Snatch,9,-2.5699983,1.4699599
3025,Dirty Grandpa,8,-5.2732654,4.8621254
3029,The Fighter,10,13.838134,0.12269859
3031,My Cousin Vinny,9,-1.9831473,2.141184
3032,If I Stay,2,13.72625,6.461772
3036,Phone Booth,13,-1.6128771,-9.445118
3037,A Walk to Remember,2,10.49758,10.69063
3038,Dead Man Walking,7,10.756809,-6.128629
3039,Cruel Intentions,2,11.446198,6.616203
3040,Saw VI,6,-4.80083,-15.212089
3042,The Secret Life of Bees,14,6.456274,-0.038137943
3043,Corky Romano,9,-2.3471355,0.19612762
3044,Raising Cain,7,8.867985,-10.30858
3047,Brooklyn,2,11.315047,5.9485283
3049,Out Cold,8,-6.7463684,7.364678
3050,The Ladies Man,8,-5.2749248,4.864877
3051,Quartet,12,1.8075743,6.8050146
3052,Tomcats,8,-3.5748832,7.1800265
3053,Frailty,7,7.3727627,-11.0895
3054,Woman in Gold,10,15.107299,-2.9797733
3055,Kinsey,10,13.068571,-2.2814815
3056,Army of Darkness,8,-8.31771,4.277294
3057,Slackers,0,-1.2251154,15.808298
3058,What's Eating Gilbert Grape,2,12.130388,6.1290007
3059,The Visual Bible: The Gospel of John,10,15.107299,-2.9797728
3060,Vera Drake,7,10.146616,-5.6004534
3061,The Guru,0,-4.3714995,11.112061
3062,The Perez Family,11,7.963726,12.275765
3063,Inside Llewyn Davis,14,7.663947,3.4188685
3064,O,2,10.501804,10.812021
3065,Return to the Blue Lagoon,2,10.81644,7.8480144
3068,Copying Beethoven,10,12.09746,-1.1733352
3071,Saw V,6,-4.946512,-15.081281
3074,Jindabyne,1,5.785331,-12.869417
3075,Kabhi Alvida Naa Kehna,14,6.3583035,-1.5629277
3076,An Ideal Husband,0,-1.1873515,15.844793
3077,The Last Days on Mars,6,-7.6988206,-10.294136
3078,Darkness,6,-7.0622087,-13.870639
3081,In the Land of Women,11,8.152145,11.867759
3087,For Greater Glory: The True Story of Cristiada,14,9.022937,-2.6739414
3089,Good Will Hunting,14,6.6143236,3.7152593
3091,Saw III,6,-4.946613,-15.081244
3093,Bring It On,8,-6.1885304,7.788171
3094,The Purge: Election Year,6,-8.328349,-9.732759
3095,She's All That,0,-1.7603253,11.985097
3097,Saw IV,6,-4.93116,-15.107188
3098,White Noise,1,-1.128252,-12.56717
3099,Madea's Family Reunion,11,4.6358805,13.593593
3102,The Mighty Ducks,12,2.1071703,4.808409
3103,The Grudge,6,-2.549425,-14.111585
3104,Happy Gilmore,8,-6.7463684,7.364678
3105,Jeepers Creepers,6,-4.94651,-15.081248
3108,The Best Exotic Marigold Hotel,12,1.8052217,6.8002915
3109,Recess: School's Out,5,-13.6500025,7.1951866
3112,The Boy,6,-2.5501087,-14.109147
3113,Devil,6,-2.5499005,-14.109374
3114,Friday After Next,12,1.804698,6.801458
3115,Insidious: Chapter 3,6,-5.278295,-11.033368
3118,The Lawnmower Man,6,-8.17928,-12.988431
3119,Nick and Norah's Infinite Playlist,11,7.699992,10.698994
3120,Dogma,12,-0.31693676,4.6537495
3121,The Banger Sisters,12,0.9868748,5.607223
3124,A Low Down Dirty Shame,9,-4.0516257,-0.37927362
3125,Swimfan,4,5.1149693,-6.070718
3126,Employee of the Month,0,-4.7216406,12.627157
3127,Can't Hardly Wait,0,-2.8905773,12.468187
3131,Sinister 2,6,-2.550047,-14.109192
3132,Sparkle,14,8.446037,2.597241
3133,Valentine,6,-2.6982372,-14.068788
3134,The Fourth Kind,1,-0.31536198,-13.87675
3135,A Prairie Home Companion,12,4.092385,5.391468
3136,Sugar Hill,4,5.2777815,-6.033503
3139,Rushmore,12,1.3019885,9.956281
3140,Skyline,3,-8.530818,-7.5756598
3141,The Second Best Exotic Marigold Hotel,12,1.8086269,6.8004656
3142,Kit Kittredge: An American Girl,14,5.088116,2.4255426
3143,The Perfect Man,0,-8.15888,12.032762
3144,Mo' Better Blues,2,8.5755625,5.1519384
3145,Kung Pow: Enter the Fist,9,-6.254034,0.43040937
3146,Tremors,8,-8.28043,2.1130834
3147,Wrong Turn,6,-4.5068583,-11.627512
3149,The Corruptor,1,2.741273,-12.792575
3150,Mud,14,6.117329,2.0083582
3151,Reno 911!: Miami,9,-3.4956331,1.4011837
3152,One Direction: This Is Us,9,0.26813677,2.046955
3154,Hey Arnold! The Movie,5,-14.747676,4.9865556
3155,My Week with Marilyn,10,13.068502,-2.2813008
3156,The Matador,7,7.1379223,-8.663778
3157,Love Jones,2,7.9333487,5.3831587
3158,The Gift,1,-0.037279107,-14.65162
3159,End of the Spear,14,3.7013478,1.1390636
3160,Get Over It,0,-1.1718283,15.431654
3161,Office Space,8,-5.2819076,4.873976
3162,Drop Dead Gorgeous,0,-5.2503614,13.251201
3163,Big Eyes,10,14.613449,2.7613165
3164,Very Bad Things,9,-1.6025093,-1.1648784
3165,Sleepover,0,-1.6867492,12.944766
3167,MacGruber,0,-5.41316,11.228193
3168,Dirty Pretty Things,7,8.868131,-10.308758
3169,Movie 43,8,-5.280013,4.8695946
3171,Over Her Dead Body,0,-6.9658065,10.557837
3172,Seeking a Friend for the End of the World,11,5.108282,12.161134
3175,American History X,14,6.420258,4.046881
3176,The Collection,6,-6.254311,-9.615648
3177,Teacher's Pet,5,-12.045644,6.8158507
3178,The Red Violin,2,14.044919,6.357839
3179,The Straight Story,10,13.068441,-2.2814143
3180,Deuces Wild,7,8.797784,-5.241788
3181,Bad Words,12,1.8115468,6.8043704
3184,Black or White,14,6.465337,-0.051119708
3185,On the Line,0,-1.388441,16.220198
3186,Rescue Dawn,10,13.378815,-3.540662
3188,"Jeff, Who Lives at Home",12,3.076658,8.405777
3189,I Am Love,2,8.388718,5.744641
3190,Atlas Shrugged II: The Strike,4,4.701581,-3.2839026
3191,Romeo Is Bleeding,1,1.4218754,-11.732677
3192,The Limey,1,5.734162,-12.88653
3193,Crash,7,9.951823,-10.233911
3194,The House of Mirth,2,10.914444,9.923083
3196,Peaceful Warrior,2,11.783447,2.7043352
3197,Bucky Larson: Born to Be a Star,8,-5.269686,4.8668785
3198,Bamboozled,12,4.296669,5.580457
3199,The Forest,6,-2.5494251,-14.111585
3201,While We're Young,12,1.8130282,6.7959814
3202,A Better Life,2,12.30359,6.2247944
3203,Spider,1,4.52212,-10.494938
3204,Gun Shy,0,-3.6682549,9.991854
3205,Nicholas Nickleby,2,7.930363,5.329009
3206,The Iceman,10,11.634376,-4.4699583
3209,Cecil B. DeMented,9,-1.8473647,-1.5076799
3210,Killer Joe,7,8.191487,-8.811109
3211,The Joneses,12,2.2878656,8.764624
3212,Owning Mahowny,7,8.869481,-10.3084
3213,The Brothers Solomon,8,-5.2765346,4.866892
3214,My Blueberry Nights,2,11.314797,5.9481792
3216,Swept Away,0,-4.9220867,13.173023
3217,"War, Inc.",13,-4.820461,-3.311038
3218,Shaolin Soccer,9,-6.101408,1.0790486
3219,The Brown Bunny,14,6.4144845,3.987321
3221,Rosewater,10,13.085555,-2.2240589
3224,Imaginary Heroes,12,1.810666,6.8016477
3225,High Heels and Low Lifes,12,1.0057436,5.996841
3227,Severance,6,-4.167468,-10.798752
3228,Edmond,4,5.2778974,-6.0388303
3230,Police Academy: Mission to Moscow,9,-2.570342,1.4706625
3234,An Alan Smithee Film: Burn Hollywood Burn,8,-5.2571144,4.912576
3235,The Open Road,12,1.8114952,6.8092637
3236,The Good Guy,0,-0.8617492,12.359586
3237,Motherhood,12,0.21097776,7.843233
3241,Blonde Ambition,0,-4.720365,12.627919
3242,The Oxford Murders,1,2.1990762,-14.791183
3244,Eulogy,12,1.8114952,6.8092637
3255,"The Good, the Bad, the Weird",9,-7.334257,-1.2431155
3259,The Lost City,2,11.316437,5.9474907
3260,Next Friday,8,-5.2698627,4.9167767
3264,Amour,2,10.84491,9.876272
3271,Richard III,14,7.09413,-2.5176785
3274,Melancholia,14,3.6601727,-0.12486041
3276,Jab Tak Hai Jaan,2,10.8448925,9.876396
3279,The Runaways,10,12.097498,-1.1739371
3284,Set It Off,1,1.9361739,-9.149283
3285,The Best Man,12,0.21174505,7.843241
3287,Sicko,14,4.847355,-0.29980272
3288,The Purge: Anarchy,6,-8.328494,-9.733531
3289,Down to You,11,3.9050708,15.230253
3290,Harold & Kumar Go to White Castle,8,-7.282027,2.960781
3291,The Contender,4,5.27667,-6.031492
3292,Boiler Room,7,8.8730545,-10.313176
3294,Black Christmas,6,-7.0646563,-13.872676
3299,The Way of the Gun,1,1.7578895,-9.280399
3300,Igby Goes Down,12,0.39423588,9.503696
3301,PCU,8,-4.9432464,7.6862698
3305,Gracie,10,13.9260845,0.14361498
3306,Trust the Man,11,4.6379156,13.596174
3307,Hamlet 2,8,-2.576001,5.4799933
3310,Glee: The 3D Concert Movie,9,0.26826793,2.0469117
3311,The Legend of Suriyothai,4,1.7363902,-2.0053155
3312,Two Evil Eyes,6,-7.0646243,-13.873099
3314,All or Nothing,14,4.8455205,1.4951662
3315,Princess Kaiulani,14,6.4751086,-0.021390723
3316,Opal Dream,14,6.170973,3.4365256
3318,Flame and Citron,14,8.378926,-3.503288
3319,Undiscovered,0,-4.371617,11.112582
3328,Awake,1,1.7524492,-14.81825
3330,Skin Trade,13,-1.4666448,-7.574069
3332,Crazy Heart,2,13.853136,6.2362676
3334,Baggage Claim,8,-5.274249,4.955738
3337,Election,12,0.47466427,9.5802
3339,The DUFF,8,-4.993075,7.9815927
3340,Glitter,2,13.864395,6.2505856
3343,Bright Star,2,14.720321,3.4617887
3344,My Name Is Khan,4,4.93735,-4.893747
3347,Limbo,4,4.396746,-4.9760165
3353,Repo! The Genetic Opera,6,-8.302376,-13.2789755
3355,Pulp Fiction,7,10.147429,-5.59726
3357,Nightcrawler,7,8.8735285,-10.313302
3358,Club Dread,6,-3.9014463,-10.486992
3361,Little Miss Sunshine,12,1.8114952,6.8092637
3363,28 Days Later...,4,2.5634236,-6.8160596
3364,You Got Served,14,7.675991,3.3977516
3366,Brown Sugar,11,4.6569357,11.236372
3367,A Thin Line Between Love and Hate,7,6.856709,-8.145217
3368,50/50,11,2.3954015,11.894508
3369,Shutter,6,-2.5493689,-14.111641
3371,That Awkward Moment,0,-3.1794484,13.154378
3374,Much Ado About Nothing,11,2.3156905,14.911144
3377,New Nightmare,6,-3.0100808,-13.213016
3378,Drive Me Crazy,11,2.5063815,13.201037
3380,Half Baked,9,-1.736214,1.5942279
3381,New in Town,0,-1.2253039,15.80848
3383,American Psycho,7,10.147411,-5.597162
3384,The Good Girl,2,12.261321,7.7835536
3386,The Boondock Saints II: All Saints Day,13,-2.3669074,-6.7453027
3388,Enough Said,11,2.4223924,14.178457
3389,Easy A,0,-2.922889,11.73986
3391,Shadow of the Vampire,14,3.634843,-1.0591288
3392,Prom,12,0.47486302,9.580283
3394,Held Up,8,-5.2594485,4.931157
3395,Woman on Top,0,-1.5889604,12.22637
3398,Anomalisa,11,4.956692,14.398929
3399,Another Year,12,4.5378838,7.404931
3400,8 Women,0,-3.722,10.527974
3401,Showdown in Little Tokyo,9,-2.9167175,-3.128395
3402,Clay Pigeons,9,-2.570342,1.4706626
3403,It's Kind of a Funny Story,11,4.641547,13.596608
3404,Made in Dagenham,10,15.818045,-2.7882893
3405,When Did You Last See Your Father?,10,12.998948,-2.2147367
3406,Prefontaine,10,14.071489,1.3411075
3408,The Secret of Kells,5,-14.074824,1.5708741
3409,Begin Again,14,8.393789,2.6091106
3410,Down in the Valley,7,6.478538,-7.5579295
3411,Brooklyn Rules,12,6.3801208,5.6065283
3413,The Singing Detective,9,-3.2954588,2.2929022
3415,Fido,12,0.63197345,4.400774
3416,The Wendell Baker Story,11,6.213191,13.475253
3417,Wild Target,9,-4.090888,-0.5036699
3418,Pathology,6,-3.2031558,-11.370626
3420,10th & Wolf,7,7.954961,-11.115734
3421,Dear Wendy,11,7.943281,12.249308
3428,Imagine Me & You,11,7.4798555,10.200146
3435,Soul Food,12,1.8114952,6.8092637
3436,Rumble in the Bronx,9,-5.889847,0.58436006
3438,Thank You for Smoking,12,1.8082198,6.809048
3439,Hostel: Part II,6,-7.0654206,-13.874151
3440,An Education,14,6.469864,-0.010384902
3443,Narc,1,4.9420276,-14.27097
3444,Men with Brooms,11,6.038855,15.672715
3445,Witless Protection,9,-2.3447309,0.18344072
3447,Extract,0,-3.6248162,10.168221
3450,Code 46,4,1.7441858,-3.5956998
3453,Albert Nobbs,14,6.4687624,-0.010140993
3456,Persepolis,10,13.1990595,-3.5305476
3459,The Neon Demon,6,-4.5084176,-11.6266365
3460,Harry Brown,1,1.5967526,-11.727568
3462,The Omega Code,3,-12.195308,-7.608879
3463,Juno,11,1.7653269,12.217033
3468,500 Days of Summer,11,7.684357,10.734106
3469,The Piano,2,13.864585,6.250689
3470,Magic Mike,12,1.8082197,6.809048
3471,Darkness Falls,6,-2.6173809,-13.977812
3473,My Dog Skip,14,10.245574,1.4278666
3475,Jumping the Broom,12,0.9973072,8.196176
3477,"Good Night, and Good Luck.",10,15.109706,-2.9802783
3478,Capote,10,11.828002,-4.289554
3479,Desperado,13,-2.3672454,-6.7449536
3485,The Descent,6,-4.8183007,-12.096956
3487,Devil's Due,6,-4.9502172,-15.112015
3488,Flirting with Disaster,8,-5.2953873,4.958301
3489,The Devil's Rejects,6,-7.7815475,-14.359115
3491,Dope,12,2.4785805,3.6813745
3492,In Too Deep,7,8.604228,-12.747581
3494,House of 1000 Corpses,6,-7.065392,-13.874413
3496,A Serious Man,12,1.8090997,6.802684
3497,Get Low,14,5.255898,-1.952695
3500,A Single Man,2,11.316742,5.9486556
3502,Outside Providence,11,2.6060185,11.941394
3503,Bride & Prejudice,11,3.669151,13.336493
3504,Rabbit-Proof Fence,10,14.76763,-3.220846
3505,Who's Your Caddy?,8,-6.746636,7.3647065
3506,Split Second,6,-8.262849,-9.736266
3508,The Other Side of Heaven,10,12.181106,-2.5864096
3511,Redbelt,10,10.743387,0.8825822
3512,Cyrus,11,2.4859188,14.220847
3513,A Dog of Flanders,14,4.5548153,2.3614497
3514,Auto Focus,12,6.379859,5.8111596
3515,Factory Girl,10,13.761961,-2.04361
3516,We Need to Talk About Kevin,4,5.2772365,-6.0305457
3518,The Mighty Macs,10,10.760453,1.0701637
3520,Mother and Child,2,12.145756,5.5840745
3522,Les visiteurs,8,-9.068079,3.7821248
3523,Somewhere,12,0.21173914,7.843274
3525,Chairman of the Board,8,-5.290489,4.9618387
3526,Hesher,14,6.478556,-0.0222084
3529,The Heart of Me,2,11.316274,5.948007
3530,Freeheld,10,14.631852,3.121546
3531,The Extra Man,8,-5.2891636,4.9694505
3533,Ca$h,9,-1.920011,-1.6458735
3534,Wah-Wah,14,6.4897017,-0.018146295
3542,Dazed and Confused,8,-4.9931912,7.981634
3547,The Chumscrubber,12,1.0199358,9.930059
3548,Shade,13,-1.6123812,-9.447595
3549,House at the End of the Street,4,1.5912434,-7.42281
3550,Incendies,14,6.5855074,-2.774156
3551,"Remember Me, My Love",11,4.6399994,13.597398
3553,Elite Squad,1,1.4223893,-11.736357
3554,Annabelle,6,-5.085118,-15.616307
3555,Bran Nue Dae,12,3.696313,7.890613
3556,Boyz n the Hood,7,9.324538,-6.0914664
3560,The Adventures of Huck Finn,12,3.3479724,3.465939
3561,Go,9,-3.0357172,1.3795683
3562,Friends with Money,11,2.9302428,11.01923
3564,Bats,6,-7.4164596,-10.442368
3565,Nowhere in Africa,10,13.068396,-2.2812245
3566,Shame,14,6.490524,-0.016814688
3567,Layer Cake,7,9.686482,-9.542715
3568,The Work and the Glory II: American Zion,14,7.778497,-1.0866721
3569,The East,4,5.277058,-6.0298457
3570,A Home at the End of the World,2,11.316423,5.948688
3572,The Messenger,2,10.765733,4.0976286
3574,Control,10,12.095029,-1.1724597
3576,Good Bye Lenin!,2,11.316423,5.948688
3577,The Damned United,10,13.84066,0.1263095
3580,Mallrats,0,-1.3518646,12.510397
3583,Fahrenheit 9/11,14,6.9742813,-2.708281
3590,The Brothers,12,5.2619905,7.047337
3591,The Wood,11,2.773257,11.075164
3592,The Usual Suspects,1,5.7842555,-12.872748
3594,Van Wilder: Party Liaison,0,-1.4574682,16.019201
3595,The Wrestler,10,10.743121,0.8825107
3597,Best in Show,8,-5.3499794,6.064266
3600,Daddy Day Camp,8,-9.299979,7.6471906
3605,Sliding Doors,11,5.917447,10.832155
3606,Tales from the Hood,6,-4.177952,-10.643811
3607,The Last King of Scotland,10,14.301386,-4.811923
3609,Bernie,12,1.8374186,3.4386263
3611,Pollock,10,13.068385,-2.2814543
3612,200 Cigarettes,11,1.5363727,13.038788
3613,The Words,7,5.568078,-9.6303425
3614,Casa de mi Padre,8,-4.178604,5.1133957
3615,City Island,12,1.808979,6.8026767
3616,The Guard,9,-1.8679672,-0.8680725
3617,College,8,-4.9453564,7.6870995
3618,The Virgin Suicides,2,12.27668,4.0944366
